Spot,Mag,Potas,Thor,Uran
40,234,62,78,78
98,234,27,36,22
45,234,67,65,57
124,234,85,80,81
96,234,9,35,18
110,234,27,31,30
78,235,64,65,140
119,235,55,83,101
122,235,44,57,52
125,235,48,58,57
42,235,53,91,84
61,235,53,97,87
47,235,55,103,86
154,235,41,72,92
171,235,69,59,99
90,235,74,59,100
124,235,32,56,66
120,235,53,85,99
51,235,41,53,63
59,235,67,72,63
69,235,60,66,67
61,235,60,56,56
59,235,55,65,80
95,235,60,57,57
98,235,57,68,64
51,235,55,53,74
59,235,55,52,70
74,235,55,50,67
96,235,55,49,64
42,235,60,48,64
105,235,64,48,64
112,235,64,47,64
105,235,67,47,63
105,235,69,47,63
71,235,71,47,62
110,235,74,48,61
115,235,76,48,60
200,235,76,49,58
71,235,16,65,35
120,235,67,58,49
54,235,67,71,72
57,235,74,76,75
61,235,57,58,62
56,235,60,73,47
98,235,44,68,49
115,235,46,67,47
51,235,46,54,41
86,235,67,50,42
79,235,39,47,35
85,235,41,38,42
59,235,74,41,56
44,235,44,32,26
64,236,37,93,118
35,236,69,61,108
81,236,46,57,55
124,236,46,72,91
71,236,53,81,115
62,236,60,93,83
49,236,34,54,66
120,236,67,62,109
117,236,57,77,84
56,236,55,65,74
61,236,55,66,81
25,236,76,93,91
62,236,60,55,85
79,236,57,54,80
158,236,67,108,87
88,236,81,99,100
44,236,34,74,45
25,236,74,49,57
154,236,74,48,55
151,236,71,47,51
61,236,48,55,72
85,236,53,59,70
180,236,60,69,50
61,236,39,48,33
100,236,46,65,44
49,236,71,50,56
59,236,76,45,44
112,236,46,58,42
88,236,39,41,29
110,236,71,46,36
79,236,46,46,31
74,236,39,48,40
61,236,34,45,23
90,236,30,34,33
255,236,37,36,38
93,236,30,39,19
76,236,64,84,76
61,236,74,44,56
61,236,74,48,57
37,236,69,59,57
79,236,39,26,33
39,236,71,79,79
61,236,27,29,29
66,236,57,27,45
78,236,46,30,39
103,236,13,36,19
141,237,44,51,53
139,237,44,58,54
35,237,51,65,62
49,237,53,103,89
95,237,44,71,91
95,237,27,60,64
168,237,30,57,65
83,237,64,83,80
69,237,27,68,62
156,237,37,54,67
102,237,60,61,54
151,237,64,73,100
120,237,57,66,84
59,237,62,57,89
66,237,57,77,93
47,237,74,96,94
107,237,48,69,73
66,237,46,70,46
156,237,74,48,54
103,237,48,62,72
103,237,69,51,51
86,237,16,62,31
79,237,55,77,48
85,237,53,82,44
74,237,74,92,75
95,237,67,50,41
76,237,37,48,39
98,237,41,39,43
56,237,71,53,57
57,237,39,33,28
113,237,20,35,24
47,238,48,72,66
54,238,51,86,79
107,238,32,54,67
154,238,37,54,68
74,238,67,76,78
124,238,76,73,65
90,238,67,68,106
95,238,78,73,63
120,238,74,74,60
95,238,60,66,70
51,238,71,78,84
45,238,62,60,92
54,238,57,64,62
64,238,55,73,76
110,238,48,62,57
171,238,71,47,52
100,238,67,62,49
39,238,55,64,67
86,238,69,52,59
98,238,74,46,46
74,238,39,43,32
83,238,41,54,41
90,238,39,49,39
61,238,76,117,126
115,238,37,47,37
100,238,55,44,28
62,238,64,51,39
96,238,32,36,17
85,238,34,39,7
210,238,41,37,41
105,239,46,47,56
85,239,67,61,124
105,239,30,90,124
52,239,46,60,58
141,239,46,62,59
85,239,39,84,122
93,239,48,79,72
64,239,25,64,66
90,239,57,90,99
122,239,69,74,71
51,239,51,60,56
79,239,55,65,76
73,239,57,66,85
35,239,62,63,95
64,239,76,84,90
69,239,62,51,88
66,239,55,52,80
44,239,53,52,74
74,239,53,77,66
59,239,51,51,70
59,239,53,50,68
108,239,48,73,73
37,239,57,50,68
90,239,64,49,66
85,239,67,49,66
129,239,69,48,65
151,239,69,48,64
56,239,74,48,64
146,239,71,47,52
79,239,57,68,66
66,239,55,66,67
64,239,51,63,65
28,239,18,58,31
112,239,25,54,33
103,239,62,66,52
86,239,71,49,54
61,239,34,51,39
66,239,37,48,36
164,239,64,49,38
66,239,76,91,84
56,239,69,43,52
79,239,27,23,29
76,239,32,32,31
85,240,55,86,104
78,240,53,85,97
88,240,44,55,55
197,240,37,54,69
64,240,69,81,109
98,240,44,62,60
34,240,57,62,59
64,240,64,51,95
69,240,69,102,88
81,240,69,96,90
13,240,37,72,47
30,240,90,107,105
115,240,88,118,105
103,240,74,48,62
90,240,76,48,62
149,240,76,49,60
103,240,55,60,61
49,240,74,49,59
100,240,71,47,52
119,240,16,65,35
79,240,69,55,50
85,240,13,62,31
66,240,62,71,68
20,240,16,61,31
66,240,76,73,78
103,240,32,51,34
79,240,88,103,106
54,240,67,48,49
161,240,30,34,33
112,240,67,50,38
69,240,34,37,20
102,240,32,40,9
227,240,37,36,39
136,240,60,49,38
113,240,55,48,37
171,240,39,38,42
159,240,51,47,38
83,240,41,39,44
90,240,27,31,34
85,241,41,94,116
74,241,37,95,121
51,241,53,92,94
49,241,57,99,96
134,241,48,73,90
51,241,51,106,89
28,241,53,97,89
100,241,27,55,64
10,241,30,53,67
49,241,62,95,105
115,241,62,60,56
61,241,67,72,66
40,241,62,65,96
95,241,67,53,101
120,241,55,72,64
81,241,53,81,69
37,241,71,83,84
100,241,53,80,73
110,241,32,63,44
171,241,76,49,58
79,241,60,58,70
136,241,76,49,55
30,241,41,58,67
61,241,76,81,76
56,241,51,62,64
56,241,76,86,75
59,241,55,76,49
56,241,74,98,86
79,241,39,48,33
66,241,74,100,91
45,241,67,49,50
120,241,71,50,61
105,241,44,60,45
115,241,41,50,42
45,241,71,51,52
100,241,25,49,37
79,241,39,37,41
119,241,51,47,38
74,241,51,47,38
56,241,55,46,42
62,241,62,46,47
69,241,53,75,75
66,241,25,35,21
76,241,23,31,35
44,241,13,34,23
139,242,57,83,101
193,242,67,58,92
54,242,48,69,64
54,242,37,52,68
127,242,60,87,87
61,242,57,81,112
71,242,25,70,66
62,242,32,65,64
108,242,48,78,94
136,242,34,53,67
98,242,34,53,66
185,242,41,52,63
151,242,44,52,60
93,242,55,64,76
90,242,46,59,63
69,242,44,52,60
83,242,46,60,64
110,242,46,53,59
95,242,62,76,78
68,242,57,66,86
142,242,51,53,59
139,242,53,54,58
107,242,53,54,58
56,242,57,55,57
61,242,67,56,105
51,242,57,58,58
76,242,55,76,93
35,242,78,82,89
35,242,60,60,51
125,242,44,60,56
76,242,20,70,40
119,242,78,50,53
110,242,71,49,51
74,242,64,65,50
51,242,57,72,50
66,242,74,97,79
85,242,60,59,58
45,242,64,51,51
85,242,76,101,97
66,242,46,56,49
125,242,71,47,36
57,242,74,90,85
74,242,32,41,5
52,242,64,48,50
54,242,74,79,78
115,243,46,52,57
56,243,48,60,60
88,243,48,65,61
79,243,60,65,85
62,243,48,90,87
51,243,55,107,97
119,243,27,59,65
175,243,37,54,69
22,243,62,79,82
170,243,37,54,69
192,243,37,54,68
90,243,60,95,100
88,243,57,90,101
119,243,78,76,64
51,243,74,76,64
56,243,48,59,62
28,243,48,60,68
170,243,51,63,73
45,243,62,66,98
54,243,57,56,58
56,243,57,67,63
37,243,62,48,86
40,243,57,48,79
59,243,55,48,74
59,243,53,49,72
74,243,60,49,71
51,243,57,65,49
74,243,64,49,70
47,243,41,60,54
79,243,39,76,50
45,243,71,47,52
71,243,69,57,49
44,243,69,72,74
59,243,57,77,50
30,243,64,54,54
81,243,85,111,104
54,243,41,43,31
85,243,41,42,30
93,243,88,118,124
17,243,85,103,95
163,243,32,35,36
170,243,39,37,41
71,243,39,38,42
45,243,74,91,81
73,243,44,30,38
113,243,11,33,21
27,243,20,33,29
54,244,71,58,108
51,244,48,78,71
37,244,46,84,79
81,244,53,65,86
20,244,34,51,64
98,244,44,71,91
124,244,67,75,77
161,244,71,74,68
39,244,57,68,69
61,244,64,48,95
57,244,69,81,92
102,244,67,48,69
90,244,69,48,66
71,244,48,71,53
139,244,71,48,65
204,244,74,48,65
64,244,76,48,64
79,244,76,48,63
39,244,16,65,35
49,244,60,73,67
49,244,55,67,67
129,244,46,60,63
61,244,76,92,76
83,244,39,48,35
42,244,85,100,104
124,244,41,61,48
93,244,41,54,45
66,244,71,51,49
232,244,34,36,39
90,244,30,40,13
71,244,67,49,52
91,244,57,78,79
76,244,18,33,22
115,244,32,28,27
129,245,48,49,59
54,245,44,97,117
112,245,34,89,123
61,245,46,83,118
49,245,41,50,66
137,245,57,60,89
49,245,44,53,68
171,245,69,57,91
44,245,27,69,68
141,245,76,57,94
76,245,64,86,103
76,245,53,59,61
54,245,57,65,88
51,245,51,67,79
45,245,67,60,108
39,245,71,77,84
59,245,55,75,92
93,245,67,49,103
34,245,76,83,87
120,245,78,50,62
61,245,76,49,59
166,245,83,50,57
175,245,78,51,52
119,245,71,52,50
54,245,62,75,69
56,245,55,71,69
45,245,39,47,33
51,245,67,50,64
120,245,37,48,39
71,245,27,47,31
68,245,95,116,111
54,245,37,39,27
212,245,34,35,38
76,245,11,32,21
62,245,32,24,30
64,246,60,66,130
13,246,48,58,60
100,246,25,54,63
74,246,23,66,70
93,246,44,63,87
115,246,78,57,93
56,246,53,57,61
156,246,71,58,96
64,246,60,90,94
54,246,62,57,59
180,246,62,76,77
49,246,64,68,99
79,246,53,70,83
88,246,55,72,88
56,246,69,50,111
51,246,57,63,61
76,246,18,69,38
113,246,74,49,52
83,246,51,55,73
90,246,78,75,81
35,246,60,56,57
59,246,60,70,54
66,246,92,98,108
66,246,76,116,106
98,246,67,48,39
69,246,74,52,46
74,246,90,109,99
51,246,30,43,17
100,246,74,91,86
100,246,32,35,15
35,246,67,87,76
136,246,32,37,22
85,246,60,47,47
64,246,57,75,76
93,246,27,29,28
76,247,55,85,95
74,247,37,96,123
96,247,53,74,67
30,247,53,95,101
56,247,60,102,104
185,247,51,73,91
23,247,46,104,89
74,247,57,83,97
171,247,67,59,99
103,247,67,75,66
44,247,53,66,76
35,247,71,91,86
95,247,69,101,84
52,247,62,44,79
69,247,62,44,76
34,247,64,81,75
35,247,69,75,75
44,247,51,62,79
62,247,51,66,78
117,247,39,69,51
74,247,64,45,75
130,247,71,45,73
79,247,71,48,69
32,247,37,63,48
83,247,74,48,67
102,247,76,47,66
51,247,41,77,51
119,247,18,71,38
85,247,18,67,37
56,247,85,50,56
105,247,53,65,66
42,247,64,54,63
124,247,39,48,42
35,247,39,54,46
100,247,62,47,30
93,247,44,47,32
100,247,37,48,36
78,247,39,40,29
56,247,32,45,22
173,248,51,67,64
62,248,48,114,94
71,248,46,51,66
113,248,53,91,90
78,248,46,64,86
95,248,44,63,86
18,248,41,62,64
110,248,62,70,90
45,248,57,65,89
25,248,69,64,110
88,248,57,59,60
78,248,71,82,87
51,248,67,79,94
52,248,64,44,86
56,248,62,43,81
73,248,51,83,70
49,248,64,86,75
76,248,71,68,78
79,248,64,63,80
44,248,55,59,80
59,248,85,112,105
71,248,23,70,40
127,248,76,50,64
129,248,78,52,63
76,248,81,54,61
180,248,48,59,71
79,248,18,67,38
112,248,88,51,55
45,248,74,52,52
54,248,67,80,71
56,248,60,78,70
51,248,16,64,34
83,248,74,55,49
54,248,71,61,48
64,248,62,68,50
78,248,55,59,59
78,248,57,76,53
74,248,39,63,51
59,248,69,50,62
66,248,71,112,118
79,248,37,48,39
56,248,37,48,38
59,248,39,49,40
74,248,69,55,41
51,248,34,35,20
59,248,34,41,14
64,248,67,51,54
120,248,71,68,61
79,248,71,73,68
66,248,39,26,31
69,249,48,96,117
95,249,51,55,61
105,249,62,81,98
166,249,64,62,119
64,249,46,100,120
188,249,74,52,96
61,249,46,84,74
37,249,46,94,94
56,249,57,110,104
32,249,34,50,61
40,249,46,49,65
129,249,23,70,73
42,249,57,82,90
105,249,39,54,70
120,249,48,57,83
149,249,39,54,69
156,249,39,54,69
141,249,37,53,67
125,249,76,77,62
125,249,60,58,61
119,249,34,53,66
164,249,67,60,100
171,249,34,52,66
136,249,37,52,65
25,249,39,52,64
95,249,39,53,63
51,249,62,69,99
134,249,60,76,76
57,249,69,55,115
64,249,62,44,96
85,249,51,77,63
59,249,55,74,78
85,249,69,44,77
59,249,53,66,54
144,249,69,45,73
49,249,71,48,70
134,249,48,53,73
81,249,57,76,71
113,249,74,50,52
64,249,69,77,74
47,249,55,71,69
113,249,76,74,80
79,249,76,86,77
44,249,55,74,53
73,249,76,99,86
56,249,39,45,35
79,249,76,100,91
51,249,90,101,105
83,249,39,46,33
76,249,48,58,56
95,249,44,50,47
102,249,23,49,36
76,249,37,50,40
95,249,67,55,40
129,249,60,84,73
69,249,53,46,43
192,249,60,79,74
105,249,67,64,56
69,249,46,27,30
52,250,44,91,84
124,250,67,57,85
66,250,41,88,121
83,250,48,65,86
141,250,20,59,65
61,250,53,85,114
83,250,46,53,69
35,250,32,66,70
79,250,62,76,83
71,250,62,83,110
93,250,69,77,72
59,250,69,82,108
129,250,46,71,90
125,250,74,76,65
34,250,62,88,99
105,250,57,73,69
146,250,44,53,62
168,250,46,53,60
159,250,51,54,60
54,250,60,75,76
115,250,57,54,58
49,250,57,57,59
54,250,60,77,96
54,250,67,47,104
79,250,55,72,62
115,250,62,103,82
32,250,48,82,62
69,250,67,41,86
85,250,51,70,76
151,250,51,73,74
64,250,67,42,81
110,250,69,51,68
90,250,48,71,57
74,250,85,53,61
61,250,46,55,72
66,250,18,67,39
212,250,16,63,35
91,250,16,63,36
42,250,51,62,64
125,250,16,60,36
110,250,23,56,35
98,250,30,51,36
15,250,76,97,80
73,250,62,64,58
73,250,81,100,97
66,250,69,51,67
64,250,64,48,41
40,250,71,51,59
56,250,27,51,42
102,250,51,47,28
119,250,67,54,39
149,250,64,54,38
125,250,57,52,38
187,250,55,51,39
100,250,30,34,14
137,250,48,50,39
102,250,34,40,5
74,250,48,49,39
62,250,48,46,40
56,250,60,47,48
27,250,64,59,54
35,250,71,75,74
141,250,48,76,75
54,250,18,32,29
134,251,51,52,63
108,251,51,65,65
62,251,27,52,62
40,251,53,50,64
136,251,64,63,82
139,251,51,53,68
86,251,48,58,84
66,251,64,58,61
56,251,55,76,92
66,251,67,91,104
124,251,64,65,95
164,251,57,69,81
71,251,62,70,100
66,251,69,67,111
69,251,60,75,76
47,251,69,60,118
85,251,57,55,58
52,251,69,75,83
69,251,69,49,111
42,251,57,66,61
108,251,64,40,89
51,251,76,86,86
76,251,46,71,46
66,251,34,78,43
59,251,71,94,91
40,251,67,89,80
56,251,53,80,73
66,251,74,60,50
110,251,69,44,92
171,251,44,60,57
68,251,69,46,85
102,251,69,49,79
105,251,69,55,66
141,251,71,58,64
20,251,60,57,73
96,251,90,52,59
159,251,88,55,53
32,251,67,83,71
25,251,62,81,71
90,251,74,53,51
18,251,69,80,73
35,251,53,69,67
17,251,78,81,81
69,251,48,64,63
59,251,76,93,78
108,251,44,62,60
42,251,44,63,58
71,251,41,64,56
44,251,39,63,53
74,251,41,55,49
35,251,30,47,27
83,251,37,37,23
69,251,78,95,89
74,251,39,42,6
79,251,32,38,17
108,251,32,36,25
37,251,64,55,54
51,251,30,29,26
112,251,62,77,77
61,251,27,23,29
86,251,48,27,27
40,252,57,83,93
134,252,71,54,109
197,252,55,76,70
98,252,64,62,84
90,252,23,70,74
59,252,57,87,110
85,252,53,58,65
27,252,44,63,86
125,252,44,58,84
34,252,64,57,61
117,252,64,78,63
85,252,64,91,101
69,252,64,87,100
100,252,51,57,67
88,252,46,58,67
51,252,39,59,69
30,252,39,60,70
93,252,41,62,73
59,252,69,52,117
56,252,57,76,96
22,252,57,62,61
52,252,64,98,83
49,252,64,42,94
66,252,67,94,86
61,252,69,43,103
61,252,37,77,46
66,252,71,40,99
124,252,71,49,111
93,252,44,65,55
42,252,78,99,98
90,252,69,50,103
88,252,67,53,96
76,252,67,56,89
83,252,67,52,74
136,252,51,65,64
73,252,18,73,39
95,252,76,59,63
122,252,53,59,76
127,252,95,52,58
93,252,20,66,39
69,252,37,47,36
56,252,88,98,102
56,252,85,109,103
103,252,71,50,69
71,252,62,51,45
79,252,39,43,33
61,252,41,58,53
69,252,69,53,54
115,252,81,110,123
88,252,60,48,31
88,252,34,35,18
73,252,39,43,10
51,252,74,86,82
35,252,71,88,80
86,252,30,33,15
95,252,30,34,26
15,252,46,27,25
52,252,37,28,26
66,252,30,29,29
112,252,20,30,33
95,252,20,30,34
20,253,57,69,119
102,253,53,60,65
54,253,51,100,116
64,253,44,96,98
56,253,51,97,108
47,253,53,102,111
71,253,48,102,121
81,253,53,73,90
64,253,46,119,99
119,253,41,96,122
32,253,34,50,60
18,253,37,115,91
83,253,60,50,66
115,253,41,97,92
52,253,48,88,118
129,253,20,67,75
93,253,51,85,95
125,253,69,57,87
39,253,39,62,70
137,253,78,56,87
119,253,83,55,88
61,253,67,83,107
164,253,78,56,89
64,253,74,78,59
105,253,64,87,101
129,253,57,56,67
71,253,53,70,75
51,253,55,67,87
107,253,55,69,75
64,253,67,70,111
139,253,44,65,79
95,253,48,68,83
95,253,53,71,89
64,253,57,76,96
68,253,64,90,81
64,253,67,47,105
51,253,71,81,94
78,253,64,45,98
49,253,81,82,92
90,253,69,49,116
44,253,69,59,126
45,253,44,84,65
59,253,60,66,49
90,253,71,58,121
51,253,69,59,113
69,253,64,61,54
71,253,69,60,107
17,253,39,63,53
100,253,64,59,81
132,253,27,70,42
125,253,64,56,70
47,253,57,60,69
159,253,97,56,56
78,253,85,56,52
49,253,69,84,73
40,253,62,80,72
54,253,57,75,70
85,253,74,55,50
54,253,76,74,81
71,253,55,59,72
96,253,76,51,52
76,253,81,75,83
54,253,51,62,68
119,253,74,58,47
108,253,69,64,48
98,253,60,72,50
42,253,57,76,56
62,253,60,74,58
47,253,92,97,106
79,253,39,44,35
95,253,67,60,64
71,253,76,118,104
88,253,44,48,46
134,253,39,48,42
54,253,41,49,33
74,253,34,50,36
93,253,37,49,40
76,253,39,41,30
47,253,71,85,82
81,253,37,41,3
52,253,67,87,77
69,253,53,74,74
69,253,27,29,24
147,253,67,77,76
44,253,18,31,29
51,254,55,99,116
79,254,67,79,94
132,254,64,59,113
144,254,48,74,72
61,254,55,105,116
98,254,44,87,76
90,254,44,93,87
30,254,57,108,109
149,254,76,47,99
56,254,25,51,62
35,254,46,49,62
74,254,55,49,64
51,254,71,51,91
30,254,46,94,120
51,254,51,65,85
78,254,18,58,66
103,254,64,57,83
91,254,20,72,80
112,254,53,51,70
96,254,51,59,85
61,254,57,58,82
83,254,27,66,76
68,254,41,54,70
45,254,60,78,92
51,254,55,56,82
61,254,51,59,69
124,254,41,54,70
86,254,64,77,77
45,254,62,88,106
56,254,53,54,80
45,254,62,58,64
146,254,39,54,69
100,254,69,78,65
74,254,53,55,78
44,254,67,58,63
95,254,39,54,69
79,254,48,70,88
71,254,62,56,67
139,254,37,53,68
161,254,69,59,90
125,254,55,77,65
69,254,62,88,96
61,254,62,80,94
134,254,37,53,67
45,254,67,59,91
98,254,51,70,84
159,254,37,53,67
159,254,34,52,67
130,254,62,63,85
47,254,60,71,100
83,254,34,53,67
122,254,37,53,66
61,254,67,73,111
161,254,39,53,65
183,254,55,71,72
54,254,69,65,120
59,254,55,74,93
73,254,60,73,75
78,254,69,59,121
54,254,57,55,59
56,254,57,57,61
61,254,67,73,82
44,254,67,80,84
40,254,64,53,110
69,254,67,80,96
136,254,62,98,79
81,254,69,45,107
103,254,67,53,120
51,254,69,62,130
61,254,81,81,91
40,254,71,61,49
115,254,39,71,51
56,254,74,88,84
64,254,48,82,71
62,254,67,59,52
81,254,83,105,103
59,254,81,114,102
74,254,67,62,99
66,254,48,73,59
64,254,41,78,58
154,254,64,60,68
54,254,13,76,40
119,254,69,63,67
96,254,85,59,62
79,254,95,58,62
54,254,46,56,70
37,254,51,51,76
95,254,97,59,55
66,254,69,88,72
40,254,67,85,73
37,254,64,83,74
61,254,53,52,77
139,254,20,67,40
110,254,81,59,52
28,254,74,78,78
54,254,55,73,69
56,254,78,84,79
139,254,48,68,64
62,254,76,92,78
64,254,48,60,64
45,254,78,95,81
40,254,78,98,86
83,254,81,99,92
56,254,39,43,37
56,254,92,99,104
47,254,83,98,96
79,254,88,107,102
93,254,44,55,54
51,254,39,43,35
42,254,51,61,64
44,254,62,53,48
74,254,46,50,52
51,254,46,61,59
79,254,69,53,67
85,254,74,110,114
93,254,39,43,33
34,254,32,54,49
108,254,74,104,118
86,254,57,50,34
57,254,37,49,40
69,254,48,49,29
110,254,34,51,41
52,254,37,50,42
47,254,25,48,35
113,254,69,56,49
71,254,88,110,111
44,254,34,48,24
35,254,92,107,98
44,254,30,45,20
79,254,81,101,92
44,254,32,43,18
51,254,71,87,83
62,254,39,44,16
23,254,62,84,71
64,254,30,32,18
93,254,34,37,9
115,254,60,79,72
76,254,30,30,19
71,254,55,46,45
95,254,60,74,74
74,254,30,29,21
96,254,30,36,22
68,254,62,49,51
83,254,51,78,78
66,254,23,32,28
57,254,27,23,27
129,255,55,56,66
120,255,48,62,71
85,255,48,71,77
56,255,46,78,84
40,255,46,83,92
61,255,41,86,101
64,255,48,88,109
64,255,51,90,112
40,255,55,92,114
23,255,55,92,116
66,255,44,88,119
56,255,34,81,125
79,255,34,74,127
115,255,37,68,129
56,255,37,64,131
69,255,37,61,131
88,255,39,60,133
79,255,37,64,131
66,255,44,70,126
20,255,46,79,119
44,255,51,86,112
57,255,51,93,106
28,255,51,96,104
35,255,53,95,105
57,255,57,92,108
54,255,62,89,111
96,255,67,87,113
76,255,69,88,113
66,255,71,92,113
39,255,71,98,112
59,255,67,104,111
71,255,62,103,114
154,255,67,71,84
69,255,69,67,79
122,255,74,68,83
74,255,69,69,89
44,255,62,71,95
56,255,55,69,104
56,255,53,67,109
76,255,44,66,112
27,255,44,66,112
45,255,44,67,113
69,255,44,67,114
35,255,46,68,113
45,255,46,69,109
103,255,44,68,99
137,255,37,61,85
90,255,32,60,82
79,255,41,60,82
49,255,46,58,84
64,255,48,61,84
73,255,53,63,84
28,255,57,62,85
71,255,62,61,88
66,255,67,60,91
40,255,64,60,96
64,255,62,63,102
39,255,60,66,110
119,255,48,69,72
39,255,46,78,79
27,255,44,87,87
42,255,41,92,97
51,255,46,94,105
81,255,51,94,111
44,255,53,96,112
44,255,53,102,112
49,255,39,104,112
66,255,34,100,113
52,255,30,89,120
83,255,34,79,126
90,255,39,72,130
91,255,39,68,131
45,255,34,68,128
61,255,32,70,126
44,255,30,75,124
59,255,34,80,119
66,255,41,85,113
64,255,48,89,106
100,255,55,92,102
78,255,53,95,102
59,255,53,92,104
40,255,57,88,109
85,255,64,85,113
71,255,69,82,116
40,255,69,82,116
51,255,71,88,115
64,255,71,96,113
69,255,69,107,108
64,255,64,111,109
66,255,60,104,114
151,255,60,72,86
51,255,67,67,80
149,255,71,67,84
61,255,67,68,89
49,255,62,70,95
95,255,57,69,100
44,255,53,68,106
79,255,48,67,108
66,255,39,67,110
62,255,39,67,111
30,255,41,68,112
44,255,41,70,111
45,255,39,71,108
98,255,39,68,96
129,255,32,59,80
59,255,37,58,76
37,255,41,57,75
100,255,48,55,78
69,255,53,57,79
115,255,60,56,81
88,255,64,56,83
56,255,64,56,85
125,255,64,56,89
85,255,60,56,93
91,255,60,57,99
139,255,60,58,106
18,255,46,85,79
34,255,44,93,87
85,255,44,97,98
51,255,51,98,107
61,255,53,99,112
34,255,53,102,113
54,255,46,111,109
61,255,32,116,105
56,255,20,111,108
59,255,27,97,116
110,255,34,84,124
85,255,39,76,129
81,255,37,73,129
54,255,32,75,124
59,255,27,79,120
59,255,25,85,117
47,255,30,88,113
66,255,39,91,108
54,255,48,91,102
81,255,55,93,99
69,255,55,91,101
69,255,53,90,104
51,255,60,86,109
88,255,64,81,114
40,255,69,78,118
83,255,71,78,120
130,255,71,84,117
51,255,71,95,113
56,255,67,110,106
34,255,67,116,106
61,255,62,111,112
130,255,57,73,88
98,255,60,67,82
129,255,67,66,85
56,255,64,67,88
93,255,62,68,93
64,255,57,68,97
54,255,53,68,101
44,255,51,67,104
34,255,44,67,106
32,255,39,67,107
51,255,34,69,108
56,255,37,71,108
64,255,32,72,105
49,255,30,68,93
57,255,27,57,75
124,255,32,54,69
49,255,39,54,69
44,255,48,53,71
27,255,57,52,74
117,255,64,50,77
139,255,69,49,79
115,255,67,50,82
129,255,62,51,86
102,255,57,51,91
45,255,57,51,94
127,255,62,52,100
166,255,67,52,105
66,255,46,118,104
56,255,30,124,99
71,255,23,116,101
91,255,30,103,111
69,255,39,89,120
39,255,44,80,124
79,255,41,77,125
57,255,34,80,120
54,255,30,85,115
66,255,27,90,112
66,255,30,92,106
79,255,39,92,103
86,255,46,92,98
51,255,53,91,96
20,255,53,91,99
61,255,55,88,102
79,255,60,84,108
74,255,64,78,114
83,255,69,74,119
69,255,74,72,123
37,255,71,81,118
47,255,71,94,112
47,255,67,110,106
39,255,69,116,104
49,255,64,114,111
57,255,57,109,116
79,255,57,66,83
122,255,64,65,85
40,255,64,66,87
49,255,64,66,90
39,255,57,66,94
57,255,55,67,96
34,255,48,66,98
49,255,41,66,100
56,255,34,67,103
42,255,27,68,104
44,255,27,72,103
51,255,25,72,100
28,255,23,67,87
86,255,20,57,69
79,255,30,52,65
57,255,37,51,63
25,255,48,50,66
39,255,57,49,69
64,255,69,45,73
95,255,76,45,73
73,255,64,45,78
141,255,60,46,84
141,255,55,46,89
141,255,55,46,91
166,255,62,47,95
185,255,69,48,98
47,255,30,125,93
78,255,27,116,96
45,255,32,102,105
81,255,41,90,114
86,255,46,81,119
49,255,41,78,117
47,255,37,81,112
25,255,30,87,107
56,255,27,91,104
30,255,32,92,101
25,255,39,91,98
40,255,46,89,94
57,255,48,89,94
71,255,51,87,96
56,255,55,86,102
66,255,55,82,108
59,255,64,77,113
22,255,69,74,120
100,255,69,72,124
73,255,71,81,118
57,255,74,92,112
107,255,69,106,107
98,255,71,113,105
47,255,64,113,110
154,255,60,108,116
90,255,51,103,120
93,255,53,65,84
96,255,60,64,84
51,255,62,64,86
95,255,62,65,87
17,255,64,65,89
40,255,55,65,91
35,255,48,65,92
51,255,41,66,94
52,255,32,66,97
56,255,25,69,98
54,255,20,72,97
52,255,16,73,94
45,255,20,67,83
110,255,16,57,66
57,255,69,47,65
79,255,71,46,69
136,255,62,45,76
125,255,55,45,82
105,255,51,45,86
124,255,53,45,89
120,255,62,45,91
129,255,69,46,92
158,255,76,46,93
98,255,34,107,94
93,255,39,97,101
100,255,46,87,109
115,255,48,80,111
54,255,46,77,108
119,255,39,79,104
64,255,34,84,100
61,255,32,88,96
83,255,34,88,95
81,255,39,86,95
59,255,48,85,93
32,255,48,84,93
59,255,48,85,96
64,255,51,85,101
76,255,51,83,109
98,255,53,80,116
83,255,69,77,120
129,255,69,73,127
22,255,71,83,120
71,255,74,91,114
107,255,74,101,109
100,255,74,108,106
83,255,69,109,110
71,255,64,107,116
88,255,55,100,118
86,255,60,62,84
90,255,60,63,84
110,255,60,63,85
40,255,60,63,85
39,255,57,63,85
119,255,53,64,87
56,255,41,64,88
20,255,34,64,90
49,255,25,68,90
23,255,20,71,90
13,255,18,74,87
69,255,18,67,79
40,255,62,49,71
108,255,57,48,75
141,255,51,48,81
156,255,48,48,84
115,255,51,47,87
124,255,60,47,89
120,255,64,47,89
117,255,67,48,88
129,255,67,52,87
93,255,44,90,97
81,255,48,83,101
134,255,53,77,102
151,255,51,75,99
112,255,46,78,95
95,255,41,82,92
42,255,37,84,90
76,255,37,84,90
120,255,46,81,90
79,255,46,80,91
130,255,48,80,93
105,255,46,81,96
98,255,44,83,102
51,255,44,85,109
47,255,46,83,117
69,255,53,82,121
71,255,62,83,123
129,255,71,85,120
129,255,76,90,115
76,255,78,96,112
66,255,78,101,109
57,255,71,104,111
78,255,67,103,115
54,255,57,98,117
69,255,53,93,118
56,255,57,60,84
15,255,60,60,84
59,255,55,61,82
51,255,62,62,80
117,255,62,62,80
